team,opp_team,gamedate,game_number,offensive_rebounds,off_rebound_chances,Offensive_rebound_perc
DEN,HOU,2022-11-28,20,14,41,0.3414634146341463
HOU,DEN,2022-11-28,20,17,50,0.34
CHI,UTA,2022-11-28,20,16,52,0.3076923076923077
UTA,CHI,2022-11-28,23,10,47,0.2127659574468085
PHX,SAC,2022-11-28,20,14,45,0.3111111111111111
SAC,PHX,2022-11-28,19,9,44,0.2045454545454545
LAL,IND,2022-11-28,19,18,56,0.3214285714285714
IND,LAL,2022-11-28,20,21,63,0.3333333333333333
NYK,DET,2022-11-29,21,18,44,0.4090909090909091
DET,NYK,2022-11-29,23,8,45,0.1777777777777777
DAL,GSW,2022-11-29,20,14,57,0.2456140350877192
GSW,DAL,2022-11-29,22,11,47,0.2340425531914893
LAC,POR,2022-11-29,22,19,53,0.3584905660377358
POR,LAC,2022-11-29,21,14,50,0.28
LAL,POR,2022-11-30,20,16,52,0.3076923076923077
POR,LAL,2022-11-30,22,14,51,0.2745098039215686
IND,SAC,2022-11-30,21,15,65,0.2307692307692307
SAC,IND,2022-11-30,20,13,48,0.2708333333333333
LAC,UTA,2022-11-30,23,24,59,0.4067796610169492
UTA,LAC,2022-11-30,24,16,39,0.4102564102564102
CHI,PHX,2022-11-30,21,6,45,0.1333333333333333
